Name,Case,Whole Word,Path,Diacritic,Regex,Sort,Descending,Filter,Search,Index,File List,Host,Link Type,Macro,Key,View
"grant1: SQL search",0,0,0,0,0,"Date Modified",1,"EVERYTHING","""C:\github\corval\SQL"" ext:sql case:SM content:""ScopePriority"" ",0,"","",1,,,0
"path: PoC and Python",0,0,0,0,0,"Date Modified",1,"EVERYTHING","2019: no_venv: path:poc path:python",0,"","",1,,,0
"temp -- find REPL code",0,0,0,0,0,"Date Modified",1,"EVERYTHING","2019: no_venv: ext:md;py ipython|repl|debug",0,"","",1,,,0
"Python (last 3 days)",0,0,0,0,0,"Date Modified",1,"EVERYTHING","2019: no_venv: dm:last3days ext:py",0,"","",1,,,0
"Desktop/downloads: recent items",0,0,0,0,0,"Date Modified",1,"EVERYTHING","shell:downloads|shell:desktop no_venv: dm:last2weeks",0,"","",1,,,0
"recent screenshots",0,0,0,0,0,"Date Modified",1,"EVERYTHING","2019: screenshots: no_venv: dm:last2weeks",0,"","",1,,,0
"epic games : listinglauncher",0,0,0,0,0,"Date Modified",1,"EVERYTHING","""C:\""|""d:\""|""F:\""|""g:\"" path:ww:Epic|path:ww:""Epic Games""|path:ww:""UT4 Epic Games"" ext:exe",0,"","",1,,,0
"ninmonkeys.com: ",0,0,0,0,0,"Date Modified",1,"EVERYTHING","ninmonkeys.com: ",0,"","",1,,,0
"path:ww:""%userprofile%\Documents\2020\ninmonkeys.com ┐ live""    |    path:ww:""%userprofile%\Documents\2020\ninmonkeys.com ┐ wip""    |    path:ww:""%userprofile%\Documents\2019\ninmonkeys.com""",0,0,0,0,0,"Date Modified",1,"EVERYTHING","path:ww:""%userprofile%\Documents\2020\ninmonkeys.com ┐ live""    |    path:ww:""%userprofile%\Documents\2020\ninmonkeys.com ┐ wip""    |    path:ww:""%userprofile%\Documents\2019\ninmonkeys.com""",0,"","",1,"all ┐ ninmonkeys.com",,0
"Find LGHUB config files",0,1,0,0,0,"Date Modified",1,"EVERYTHING","""%localappdata%\LGHUB"" | ""%appdata%\LGHUB"" | ""%programfiles%\LGHUB"" !no_ext:",0,"","",1,,,0
"2020: | 2019: ",0,1,0,0,0,"Date Modified",1,"EVERYTHING","2020: | 2019: ",0,"","",1,,,0
"dirs: Factorio",0,1,0,0,0,"Date Modified",1,"EVERYTHING","%appdata% | %localappdata% | ""C:\Program Files (x86)\Steam\steamapps\common\Factorio"" factorio",0,"","",1,,,0
"Changes in the last 15 minutes: Userprofile",0,1,0,0,0,"Date Modified",1,"EVERYTHING","""C:\Users\cppmo_000\"" dm:last15minutes",0,"","",1,"recent15minutes",,0
"2020-06 - ext:pbix;ps1  !path:ww:"".vscode""",0,0,0,0,0,"Date Modified",1,"EVERYTHING","ext:pbix;ps1  !path:ww:"".vscode""",0,"","",1,,,0
"""C:\Users\cppmo_000\.vscode\extensions"" dm:last7minutes",0,0,0,0,0,"Date Modified",1,"EVERYTHING","( ""C:\Users\cppmo_000\.vscode\extensions"" dm:last7minutes )",0,"","",1,"vscode_recent",,0
"vscode recent",0,0,0,0,0,"Date Modified",0,"EVERYTHING","( %userprofile%\.vscode dm:last15minutes )",0,"","",1,,,0
"vscode: log folders",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)","( ""%userprofile%\.vscode"" | ""%appdata%\Code""  )    ext:log",0,"","",1,"log_vscode",,0
"recent code - dm:last3days ext:xlsx;md;pq;psq;png;json;pbix ",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","dm:last3days ext:xlsx;md;pq;psq;png;json;pbix ",0,"","",1,,,0
"temp",0,0,0,0,0,"Date Modified",1,"EVERYTHING","""C:\Users\cppmo_000\.vscode\extensions\ms-vscode.powershell-preview-2020.7.0\logs"" dm:last2hours content:""Microsoft.PowerShell.EditorServices.Services.PowerShellContextService: Execution abort requested...""",0,"","",1,,,0
"temp2",0,0,0,0,0,"Date Modified",1,"EVERYTHING","""c"": ext:log dm:last3hours ( code | vs | Power )",0,"","",1,,,0
"PowerBI: (nin.com and my_github)",0,0,0,0,0,"Date Modified",1,"EVERYTHING","no_git: ( path:""C:\Users\cppmo_000\Documents\2020\ninmonkeys.com ┐ main\Power BI\"" | path:""C:\Users\cppmo_000\Documents\2020\Power BI\my_github\Ninmonkey.PowerQueryLib"" | path:""C:\Users\cppmo_000\Documents\2020\Power BI\my_github\Ninmonkey.PowerQueryLib-ExampleReports"" )",0,"","",1,,,0
"PBI traces ( newest)",0,0,0,0,0,"Date Modified",1,"EVERYTHING","""C:\Users\cppmo_000\Microsoft\Power BI Desktop Store App\Traces\""     dm:last10minutes",0,"","",1,,,0
"( Power BI 2019 - 2020 )",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","( path:""C:\Users\cppmo_000\Documents\2020\Power BI"" path:""C:\Users\cppmo_000\Documents\2019"" | path:""C:\Users\cppmo_000\Documents\2020"" ) ext:pq;pbix ",0,"","",1,,,0
"[image] newest | plus downloads folder",0,0,0,0,0,"Date Modified",1,"EVERYTHING","(2020: pic: ) | ( (path:ww:""C:\Users\cppmo_000\Downloads\screen caps delete after month\save these"" | path:ww:""C:\Users\cppmo_000\Downloads\screen caps delete after month"" | ""C:\Users\cppmo_000\Documents\2020\powershell"" ) pic: )",0,"","",1,,,256
"ext:code-workspace 2020:",0,0,0,0,0,"Date Modified",1,"EVERYTHING","ext:code-workspace 2020:",0,"","",1,,,0
"last",0,0,0,0,0,"Date Modified",1,"EVERYTHING","2020: ext:ps1 ( da:last2weeks | dm:last2weeks )",0,"","",1,,,0
"2021-FindDLL  ( ext:dll ) ( path:ww:%ProgramFiles% | path:ww:""%ProgramFiles(x86)%"" | ( ( path:ww:""%ProgramFiles%\WindowsApps"" path:""Microsoft.MicrosoftPowerBIDesktop"" )) )",0,0,0,0,0,"Date Modified",1,"dotnet Assembly","( ext:dll ) ( path:ww:%ProgramFiles% | path:ww:""%ProgramFiles(x86)%"" | ( ( path:ww:""%ProgramFiles%\WindowsApps"" path:""Microsoft.MicrosoftPowerBIDesktop"" )) )",0,"","",1,,,0
"cur : pwsh completers",0,0,0,0,0,"Date Modified",1,"EVERYTHING","ext:ps1 dm:last3months ( comple | auto | dynamic )",0,"","",1,,,0
"cur: consolidate stuff",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","""C:\Users\cppmo_000\Documents\2020\powershell\consolidate""",0,"","",1,,,0
"( 2021: | 2020: ) dm:last48hours",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","( 2021: | 2020: ) dm:last48hours",0,"","",1,,,0
"(ext:png dm:last10minutes) | (( 2021: | 2020: ) ext:pbix;pq;png dm:thisweek ext:png )",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","(ext:png dm:last10minutes) | (( 2021: | 2020: ) ext:pbix;pq;png dm:thisweek ext:png )",0,"","",1,,,0
"(ext:png;pbix;md dm:last100minutes) | (( 2021: | 2020: ) ext:pbix;pq;png dm:thisweek ext:png )",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","(ext:png;pbix;md dm:last100minutes) | (( 2021: | 2020: ) ext:pbix;pq;png dm:thisweek ext:png )",0,"","",1,,,0
"ext:pbix ( | dm:last3months)",0,0,0,0,0,"Name",0,"Everything (almost, with filters)     def:","ext:pbix ( | dm:last3months)",0,"","",1,,,0
"( ext:ps1;md | 2021: | 2021: ) dm:last4weeks ( prop | form | xml )",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","( ext:ps1;md | 2021: | 2021: ) dm:last4weeks ( prop | form | xml )",0,"","",1,,,0
"recent screenshots --- 2021-05",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","( ext:png dm:today path:ww:documents )  | ( ""C:\Users\cppmo_000\Documents\2021\reporting_bugs"" ext:png;gif)",0,"","",1,,,176
"ext:pbix;pq odata",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","ext:pbix;pq odata",0,"","",1,,,0
"screenshot cli dump",0,0,0,0,0,"Date Modified",1,"Everything (almost, with filters)     def:","""C:\Users\cppmo_000\Documents\2021\Screenshots Dump\"" ",0,"","",1,,,256
"export_filelist:       "".git""  folders",0,0,0,0,0,"Path",0,"EVERYTHING","folder:ww:"".git"" folder: !path:""$Recycle.Bin""",0,"","",1,,,0
"find decent images -- ext:png;jpg;gif (width:>300 | height:>300)",0,0,0,0,0,"Date Modified",1,"EVERYTHING","""C:\Users\cppmo_000\Documents\2021\"" ext:png;jpg;gif (width:>300 | height:>300)",0,"","",1,,,256
"bookmark:",0,0,0,0,0,"Date Modified",1,"📌 Everything (almost, with filters)     def:","( bookmark: )",0,"","",1,,,0
